file,substance,atc_code
SK_SUKL_shortage_2026-03-12.csv,Mirovian XR 500 mg (tbl plg 60x500 mg (blis.PVC/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,TANTUM VERDE Orange & Honey (pas ord 20x3 mg (obal papier)),
SK_SUKL_shortage_2026-03-12.csv,Plasmalyte (sol inf 20x500 ml (vak POF/PA)),
SK_SUKL_shortage_2026-03-12.csv,NIMED (tbl 6x100 mg (blis.PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,AGNUCASTON (tbl flm 30 (blis.Al/PVC)),
SK_SUKL_shortage_2026-03-12.csv,Claritine 10 mg (tbl 7x10 mg (blis.Al/PVC)),
SK_SUKL_shortage_2026-03-12.csv,"RAWEL SR (tbl plg 90x1,5 mg (blister PVC/PVDc/Al))",
SK_SUKL_shortage_2026-03-12.csv,"Procodilol 25 mg/7,5 mg (tbl flm 56x25 mg/7,5 mg (blis.PVC/PVDC/Al))",
SK_SUKL_shortage_2026-03-12.csv,Preglenix 150 mg tvrdé kapsuly (cps dur 56x150 mg (blis.PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,CONTROLOC 40 mg (tbl ent 100x40 mg (blis.Al/Al so spevn.kartón.obalom)),
SK_SUKL_shortage_2026-03-12.csv,"Co-Valsacor 320 mg/12,5 mg filmom obalené tablety (tbl flm 98x320 mg/12,5 mg (blis.PVC/PE/PVDC/Al))",
SK_SUKL_shortage_2026-03-12.csv,DALACIN T 1 % dermálny roztok (sol der 1x30 ml (fľ.HDPE)),
SK_SUKL_shortage_2026-03-12.csv,Metastron (sol inj 1x4 ml/150 MBq (liek.inj.)),
SK_SUKL_shortage_2026-03-12.csv,"Nasivin 0,025 % (int nas 1x10 ml (fľ.skl.hnedá s kvapkadlom))",
SK_SUKL_shortage_2026-03-12.csv,Zabcare 10 mg filmom obalené tablety (tbl flm 30x10 mg (blis.PVC/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,BERODUAL N (sol inh 1x10 ml/200 dávok (obal kovový)),
SK_SUKL_shortage_2026-03-12.csv,ACCUPRO 5 (tbl flm 30x5 mg (blis.Al/PA/Al/PVC)),
SK_SUKL_shortage_2026-03-12.csv,"EpiPen Jr. (sol inj 2x2 ml/0,15 mg (amp.inj.skl.))",
SK_SUKL_shortage_2026-03-12.csv,Cezera 5 mg (tbl flm 30x5 mg (bli. PVC/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,MACMIROR COMPLEX (crm vag 1x30 g (tuba Al)),
SK_SUKL_shortage_2026-03-12.csv,Nitromint (sol asl 1x10 g (fľ.Al s dávkovačom)),
SK_SUKL_shortage_2026-03-12.csv,"Tianeptin Mylan 12,5 mg (tbl flm 90x12,5 mg (blis.PVC/PVDC/Al))",
SK_SUKL_shortage_2026-03-12.csv,PRESTANCE 10 mg/5 mg (tbl 1x30x10 mg/5 mg (obal PP)),
SK_SUKL_shortage_2026-03-12.csv,"Voltaren Forte 2,32 % gél (gel 1x150 g (tuba LDPE/Al/HDPE s odkláp.uzáver.))",
SK_SUKL_shortage_2026-03-12.csv,Urografin 76 % (sol inj 10x20 ml (amp.skl.)),
SK_SUKL_shortage_2026-03-12.csv,"THERACAP 131 TM (cps 1x3,7 GBq (púzdro))",
SK_SUKL_shortage_2026-03-12.csv,MUGOTUSSOL (sir 1x190 ml (fľ.skl.jantárová a dávkovač)),
SK_SUKL_shortage_2026-03-12.csv,"Ruconest 2100 U, prášok a rozpúšťadlo na injekčný roztok (plv iol 1x2100 U + 20 ml solv. (liek.inj.skl.))",
SK_SUKL_shortage_2026-03-12.csv,Phenaemaletten (tbl 50x15 mg (obal PE biely)),
SK_SUKL_shortage_2026-03-12.csv,"Jentadueto 2,5 mg/1000 mg filmom obalené tablety (tbl flm 180(2x90x1)x2,5 mg/1000 mg (blis.Al/PVC/PCTFE/PVC-perf.viacpoč.))",
SK_SUKL_shortage_2026-03-12.csv,Revolade 50 mg filmom obalené tablety (tbl flm 28x50 mg (blis.PA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,"Bemfola 300 IU/0,50 ml injekčný roztok v naplnenom pere (sol inj 1x0,50 ml/300 IU (náplň skl.v napl.pere + 1 ihla))",
SK_SUKL_shortage_2026-03-12.csv,Razagilin ratiopharm 1 mg tablety (tbl 28x1 mg (blis.Al/Al)),
SK_SUKL_shortage_2026-03-12.csv,TRITACE 5 (tbl 30x5 mg (blis.PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,CANCIDAS 50 mg prášok na infúzny koncentrát (plc ifc 1x50 mg (liek.inj.skl.)),
SK_SUKL_shortage_2026-03-12.csv,TAXIMED 1 g (plo ijf 10x1 g (liek.inj.skl.)),
SK_SUKL_shortage_2026-03-12.csv,Mucosolvan tablety (tbl 20x30 mg (blis.PVC)),
SK_SUKL_shortage_2026-03-12.csv,"Kevzara 150 mg injekčný roztok naplnený v injekčnom pere (sol inj 2x1,14 ml/150 mg (pero inj.napl.skl.))",
SK_SUKL_shortage_2026-03-12.csv,Parnido 3 mg tablety s predĺženým uvoľňovaním (tbl plg 60x3 mg (blis.OPA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Torvazin Plus 20 mg/10 mg (cps dur 90x20 mg/10 mg (blis.OPA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,KLERIMED 250 mg (tbl flm 14x250 mg (blis.PVC/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,"NeoRecormon 4 000 IU injekčný roztok naplnený v injekčnej striekačke (sol inj 6x0,3 ml/4 000 IU (striek.inj.napl.skl.))",
SK_SUKL_shortage_2026-03-12.csv,Simvacard 40 (tbl flm 28x40 mg (blis.PVC/PE/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Siofor SR 750 mg tablety s predĺženým uvoľňovaním (tbl plg 60x750 mg (blis.Al/PVC)),
SK_SUKL_shortage_2026-03-12.csv,KLACID 500 mg filmom obalené tablety (tbl flm 14x500 mg (blis.PVC/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Zinnat 250 mg/5 ml (gru por 1x50 ml (liek.skl.tmavá)),
SK_SUKL_shortage_2026-03-12.csv,RENEMED 10 mg (tbl flm 100x10 mg (blis.PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Pazenir 5 mg/ml prášok na infúznu disperziu (plv sif 1x100 mg (liek.inj.skl.)),
SK_SUKL_shortage_2026-03-12.csv,CLOBEX (shp 1x125 ml),
SK_SUKL_shortage_2026-03-12.csv,Glivec 100 mg filmom obalené tablety (tbl flm 60x100 mg (blis.PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Otrivin Plus 1 mg/ml + 50 mg/ml (aer nao 1x10 ml (fľ.HDPE)),
SK_SUKL_shortage_2026-03-12.csv,Maxipime 1 g (plv ino 1x1 g (liek.inj.skl.)),
SK_SUKL_shortage_2026-03-12.csv,Prokanazol 100 mg (cps dur 14x100 mg (blis.Al/Al)),
SK_SUKL_shortage_2026-03-12.csv,Voluven 10 % (sol inf 10x500 ml (fľ.LDPE)),
SK_SUKL_shortage_2026-03-12.csv,Cymevene 500 mg (plc ifc 1x500 mg (liek.inj.skl.)),
SK_SUKL_shortage_2026-03-12.csv,Zinnat 125 mg/5 ml (gru por 1x100 ml (liek.skl.tmavá)),
SK_SUKL_shortage_2026-03-12.csv,Flebaven 1 000 mg tablety (tbl 60x1000 mg (blis.PVC/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,"Co-Prenessa 4 mg /1,25 mg (tbl 90x4 mg /1,25 mg (PVC/PE/PVDC/Al))",
SK_SUKL_shortage_2026-03-12.csv,Egiramlon 10 mg/10 mg (cps dur 90x10 mg/10 mg (blis.OPA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Heparoid Léčiva (crm der 1x30 g (tuba Al)),
SK_SUKL_shortage_2026-03-12.csv,THERACAP 131 TM (cps 1x703 MBq (púzdro)),
SK_SUKL_shortage_2026-03-12.csv,Prostamed žuvacie tablety (tbl mnd 60 (fľ.polystyrénová)),
SK_SUKL_shortage_2026-03-12.csv,Ipinzan 50 mg/1000 mg (tbl flm 60x50 mg/1000 mg (blis.PVC/PCTFE/Al)),
SK_SUKL_shortage_2026-03-12.csv,Igamplia 160 mg/ml (sol inj 1x5 ml/800 mg (amp.skl.)),
SK_SUKL_shortage_2026-03-12.csv,FRAMYKOIN (plv ads 1x5 g (nád.PE)),
SK_SUKL_shortage_2026-03-12.csv,MEGESIN 160 mg (tbl 100x160 mg),
SK_SUKL_shortage_2026-03-12.csv,ZAVEDOS 1 mg/ml injekčný roztok (sol inj 1x10 ml/10 mg (liek.PP - povolenie uvádzať na trh končí dňa 30.11.2025)),
SK_SUKL_shortage_2026-03-12.csv,CARBOSORB tablety (tbl 50x320 mg (blis.PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Tulip Plus 10 mg/40 mg (tbl flm 90x10 mg/40 mg (blis.OPA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,"Geroprostan 0,4 mg (tbl plg 100x0,4 mg (blis.OPA/Al/PVC/Al))",
SK_SUKL_shortage_2026-03-12.csv,FROMILID 250 (tbl flm 14x250 mg (blis.PVC/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Tanatril 20 mg (tbl 30x20 mg (blis.PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,"NEUROL 0,5 (tbl 30x0,5 mg (blis. PVC/PVDC/Al))",
SK_SUKL_shortage_2026-03-12.csv,"AXETINE 1,5 g (plo jof 100x1,5 g (liek.inj.skl.))",
SK_SUKL_shortage_2026-03-12.csv,LIPANTHYL SUPRA 215 mg (tbl flm 100x215 mg (blis.PVC/PE/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,"0,9 % Chlorid sodný Baxter-Viaflo (sol inf 60x100 ml (vak POF/PA))",
SK_SUKL_shortage_2026-03-12.csv,RUZEB 10 mg/10 mg (tbl 28x10 mg/10 mg (blis.PA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,NEVANAC 1 mg/ml očné suspenzné kvapky (int opu  1x5 ml/5 mg (fľ. LDPE)),
SK_SUKL_shortage_2026-03-12.csv,GYRABLOCK 400 mg (tbl flm 14x400 mg (fľ.PE)),
SK_SUKL_shortage_2026-03-12.csv,Nebilet 5 mg (tbl 28x5 mg (blis.PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Maalox žuvacie tablety (tbl mnd 40x400 mg/400 mg (blis.PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Bevimlar 15 mg filmom obalené tablety (tbl flm 98x15 mg (blis.PVC/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Lokren 20 mg (tbl flm 56x20 mg (blis.PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,THERACAP 131 TM (cps 1x1110 MBq (púzdro)),
SK_SUKL_shortage_2026-03-12.csv,"CYNT 0,3 (tbl flm 30x0,3 mg (blis.PVC/PVDC/ALU))",
SK_SUKL_shortage_2026-03-12.csv,Elicea 10 mg (tbl flm 28x10 mg (blis. OPA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Luveris 75 IU prášok a rozpúšťadlo na injekčný roztok (plv iol 1x75 IU (1x liek.inj.skl.-prášok+1x amp.skl.-solv.)),
SK_SUKL_shortage_2026-03-12.csv,ACIDUM ASCORBICUM BBP (sol inj 5x5 ml/500 mg (amp.skl.)),
SK_SUKL_shortage_2026-03-12.csv,Yasnal 10 mg (tbl flm 84x10 mg (blis.Al/OPA/Al/PVC)),
SK_SUKL_shortage_2026-03-12.csv,ZAHRON 20 mg (tbl flm 98x20 mg (blis.PA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Oralair 300 IR (tbl slg 1x30x300 IR (blis. PA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Esoprex 10 mg (tbl flm 30x10 mg (blis. OPA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,"MEDOCLAV FORTE 312,5 mg (plu por 1x100 ml (fľ.skl.jantárová))",
SK_SUKL_shortage_2026-03-12.csv,PAMYCON na pripravu kvapiek (plv gtt 1x1 (fľ.skl.hnedá)),
SK_SUKL_shortage_2026-03-12.csv,CARBOTOX (tbl 20x320 mg (blis.PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,PARALEN horúci nápoj bez cukru 500 mg (plo por 12x500 mg (vre.PAP/Al/LDPE)),
SK_SUKL_shortage_2026-03-12.csv,Octagam (sol inf 1x20 ml (liek.skl.)),
SK_SUKL_shortage_2026-03-12.csv,Rilmenidin Teva 1 mg (tbl 30x1 mg (blis.Al/Al)),
SK_SUKL_shortage_2026-03-12.csv,"BETESIL 2,250 mg liečivá náplasť (emp med 8x2,250 mg (vre.papier/PE/Al/kopol.etylénmetakryl. kys.))",
SK_SUKL_shortage_2026-03-12.csv,Nepexto 50 mg injekčný roztok v naplnenom injekčnom pere (sol inj 4x1 ml/50 mg (striek.inj.napl.skl. v pere)),
SK_SUKL_shortage_2026-03-12.csv,Valzap 160 mg (tbl flm 28x160 mg (blis.PVC/PE/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Tutecvi 50 mg (tbl 56x50 mg (blis.Al/Al)),
SK_SUKL_shortage_2026-03-12.csv,Emperin 16 mg (tbl 60x16 mg (blis. PVC/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,NEVANAC 3 mg/ml očné suspenzné kvapky (int opu  1x3 ml/9 mg (fľ. LDPE-oválna)),
SK_SUKL_shortage_2026-03-12.csv,ANARGIL 200 mg (cps dur 100x200 mg (blis.PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Orofar (pas ord 24 (blis.PVC/PE/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Zitazonium 10 mg (tbl 100x10 mg (blis.OPA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Raponer 2 mg (tbl plg 84x2 mg (blis.Al/Al)),
SK_SUKL_shortage_2026-03-12.csv,"Co-Prenessa 2 mg /0,625 mg (tbl 28x2 mg /0,625 mg (PVC/PE/PVDC/Al))",
SK_SUKL_shortage_2026-03-12.csv,Siranalen 150 mg tvrdé kapsuly (cps dur 56x150 mg (blis.PVC/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Cymbalta 60 mg tvrdé gastrorezistentné kapsuly (cps end 28x60 mg (blis.PVC/PE/PCTFE/Alu)),
SK_SUKL_shortage_2026-03-12.csv,"THERACAP 131 TM (cps 1x2,220 GBq (púzdro))",
SK_SUKL_shortage_2026-03-12.csv,MICETAL gél (gel der 1x100 g (fľ.HDPE)),
SK_SUKL_shortage_2026-03-12.csv,Granegis 1 mg (tbl flm 10x1 mg (blis. PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,BECLOMET NASAL AQUA 100 µg (aer nas 1x23 ml/200 dávok (fľ.HDPE)),
SK_SUKL_shortage_2026-03-12.csv,Elicea 10 mg (tbl flm 90x10 mg (blis. OPA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Fampyra 10 mg tablety s predĺženým uvoľňovaním (tbl plg 56(4x14) x10 mg (blis.Al/Al)),
SK_SUKL_shortage_2026-03-12.csv,Afinitor 10 mg tablety (tbl 30x10 mg (blis. Al/PA/Al/PVC)),
SK_SUKL_shortage_2026-03-12.csv,Otrivin Complete (aer nao 1x10 ml (fľ.HDPE s dávkovačom)),
SK_SUKL_shortage_2026-03-12.csv,"Lorista H 50 mg/12,5 mg (tbl flm 84x50 mg/12,5 mg (blis.Al/PVC/PVDC))",
SK_SUKL_shortage_2026-03-12.csv,Ogivri 150 mg prášok na infúzny koncentrát (plc ifc 1x150 mg (liek.inj.skl.)),
SK_SUKL_shortage_2026-03-12.csv,Zevesin 5 mg (tbl flm 100x5 mg (blis.OPA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,"Corbilta 50 mg/12,5 mg/200 mg filmom obalené tablety (tbl flm 100x50 mg/12,5 mg/200 mg (fľ.HDPE))",
SK_SUKL_shortage_2026-03-12.csv,MICROPAQUE (sus pre 1x2000 ml (fľ.PE)),
SK_SUKL_shortage_2026-03-12.csv,Sorvasta 10 mg (tbl flm 90x10 mg (blis.OPA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,"Otrivin 0,05 % (int nao 1x10 ml/0,5 mg (fľ.HDPE))",
SK_SUKL_shortage_2026-03-12.csv,Spiromon 10 mg filmom obalené tablety (tbl flm 56x10 mg (blis.nylon/Alu/PVC)),
SK_SUKL_shortage_2026-03-12.csv,Yasnal 5 mg (tbl flm 84x5 mg (blis.Al/OPA/Al/PVC)),
SK_SUKL_shortage_2026-03-12.csv,"Voltaren Forte 2,32 % gél (gel 1x100 g (tuba LDPE/Al/HDPE s odkláp.uzáver.))",
SK_SUKL_shortage_2026-03-12.csv,Atoris 10 (tbl flm 90x10 mg (blis.OPA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,"Simponi 50 mg injekčný roztok naplnený v injekčnom pere (sol ira 3(3x1)x0,5 ml/50 mg (pero napl.skl. - SmartJect))",
SK_SUKL_shortage_2026-03-12.csv,Aldepla 50 mg (tlb flm 90x50 mg (blis.PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Questax 200 mg (tbl flm 60x200 mg (blis.PVC/PE/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,IBALGIN FAST (tbl flm 12x400 mg (blis.PVC/Aclar/PVC/Al-priehľadný)),
SK_SUKL_shortage_2026-03-12.csv,VINER 100 mg žuvacie tablety (tbl mnd 4x100 mg (blis.PVC/PCTFE/Al)),
SK_SUKL_shortage_2026-03-12.csv,"Pergoveris (300 IU + 150 IU)/0,48 ml injekčný roztok v naplnenom pere (sol inj 1x0,48 ml (pero napl. + 5xinj.ihla))",
SK_SUKL_shortage_2026-03-12.csv,JIMANDIN 50 mg filmom obalené tablety (tbl flm 30x50 mg (blis.PA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,SORTIS 80 mg (tbl flm 100x80 mg (blis.PA/Al/PVC)),
SK_SUKL_shortage_2026-03-12.csv,Metfogamma 850 (tbl flm 120x850 mg (blis.PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,EQUORAL 100 mg (cps mol 50x100 mg (blis.Al/Al)),
SK_SUKL_shortage_2026-03-12.csv,MEDORISPER 1 mg (tbl flm 50x1 mg (blis.PVC/PE/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,"Kaliumchlorid/natriumchlorid 0,3 % + 0,9 % B. Braun (sol inf 10x500 ml (fľ.PE))",
SK_SUKL_shortage_2026-03-12.csv,ADVATE 1000 IU prášok a rozpúšťadlo na injekčný roztok (plv iol 1x1000 IU+1x5 ml solv. (liek.inj.skl.+liek.inj.skl.+ pom.na rekonšt.)),
SK_SUKL_shortage_2026-03-12.csv,"CHAMPIX 0,5 mg filmom obalené tablety, CHAMPIX 1 mg filmom obalené tablety (tbl flm 11x0,5 mg +14x1 mg (blis.Aclar/PVC/Alu v papier.skladačke))",
SK_SUKL_shortage_2026-03-12.csv,"Idacio 40 mg injekčný roztok v naplnenej injekčnej striekačke (sol inj 2x0,8 ml/40 mg (striek.inj.napl.skl.))",
SK_SUKL_shortage_2026-03-12.csv,Klertis 50 mg (cps dur 28x50 mg (blis.PVC/Aclar/Al)),
SK_SUKL_shortage_2026-03-12.csv,RISPERDAL CONSTA 50 mg prášok a disperzné prostredie na injekčnú suspenziu s predĺženým uvoľňovaním (plu igf 1x50 mg+1x solv.(liek.inj.skl.+liek.inj.+adaptér na liekovku)),
SK_SUKL_shortage_2026-03-12.csv,Kanamycin-POS (int opo 1x5 ml (fľ.PE)),
SK_SUKL_shortage_2026-03-12.csv,"Fluenz nosový suspenzný sprej (aer nau 1x0,2 ml (aplikátor jednor.skl.))",
SK_SUKL_shortage_2026-03-12.csv,Esmya 5 mg tablety (tbl 28x5 mg (blis.PVC/PE/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,NUROFEN 400 mg (tbl obd 24x400 mg (blis.)),
SK_SUKL_shortage_2026-03-12.csv,Pancreolan FORTE (tbl ent 30x220 mg (blis.PVC/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,"Xiapex 0,9 mg prášok a rozpúšťadlo na injekčný roztok (plv iol 1x0,9 mg + 1x3 ml solv. (liek.inj.skl.))",
SK_SUKL_shortage_2026-03-12.csv,Topamax 50 (tbl flm 60x50 mg (blis.Al/Al)),
SK_SUKL_shortage_2026-03-12.csv,Striverdi Respimat (sol ihl 1x(1 inh.+1 náplň/60 vstrekov-povolenie uvádzať na trh končí dňa 15.11.2019)),
SK_SUKL_shortage_2026-03-12.csv,Licobondrat 150 mg (tbl flm 1x150 mg (blis.Al/Al)),
SK_SUKL_shortage_2026-03-12.csv,Cholib 145 mg/40 mg filmom obalené tablety (tbl flm 30x145 mg/40 mg (blis.Al/Al)),
SK_SUKL_shortage_2026-03-12.csv,CONTROLOC Control 20 mg gastrorezistentné tablety (tbl ent 14x20 mg (blis. Al/Al)),
SK_SUKL_shortage_2026-03-12.csv,Efient 10 mg filmom obalené tablety (tbl flm 28x10 mg (blis.Al/Al)),
SK_SUKL_shortage_2026-03-12.csv,Gemliquid 40 mg/ml (con inf 1x5 ml/200 mg (liek.inj.skl.)),
SK_SUKL_shortage_2026-03-12.csv,Sidarso 8 mg tvrdé kapsuly (cps dur 100x8 mg (blis.PVC/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,ALMIRAL 50 mg (tbl ent 20x50 mg (blis.PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Vimpat 100 mg filmom obalené tablety (tbl flm 56x100 mg (blis.PVC/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,"Sobycor 2,5 mg filmom obalené tablety (tbl flm 30x2,5 mg (blis.Al/Al))",
SK_SUKL_shortage_2026-03-12.csv,"Mayzent 0,25 mg filmom obalené tablety (tbl flm 120x0,25 mg (PA/Al/PVC/Al))",
SK_SUKL_shortage_2026-03-12.csv,GELOPLASMA (sol inf 20x500 ml (vak  freeflex)),
SK_SUKL_shortage_2026-03-12.csv,Paretin 20 mg (tbl flm 28x20 mg),
SK_SUKL_shortage_2026-03-12.csv,Tezeo HCT 80 mg/25 mg (tbl 28x80 mg/25 mg (blis.OPA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Xyzal (tbl flm 50x5 mg (blis.Al/OPA/Al/PVC)),
SK_SUKL_shortage_2026-03-12.csv,"Cervarix injekčná suspenzia v naplnenej injekčnej striekačke (sus inj 1x0,5 ml (striek.inj.napl.+1ihla))",
SK_SUKL_shortage_2026-03-12.csv,Biopoin 10 000 IU/1 ml injekčný roztok v naplnenej injekčnej striekačke (sol iru 6x1 ml/10 000 IU (striek.skl.napl. s bezp.ihlou)),
SK_SUKL_shortage_2026-03-12.csv,"MOXTENZ 0,2 mg (tbl flm 30x0,2 mg (blis.PVC/PVDC/Al))",
SK_SUKL_shortage_2026-03-12.csv,Brizadopt 10 mg/ml (int opu 3x5 ml/50 mg (fľ.LDPE)),
SK_SUKL_shortage_2026-03-12.csv,Calcichew-D3 Citron 500 mg/400 IU (tbl mnd 180x500 mg/10 µg (fľ.HDPE)),
SK_SUKL_shortage_2026-03-12.csv,Nutriflex Lipid plus 38/120 (emu inf 5x1875 ml (vak infúzny viackomorový)),
SK_SUKL_shortage_2026-03-12.csv,"MEDOCRIPTINE (tbl 30x2,5 mg (blis.PVC/Al))",
SK_SUKL_shortage_2026-03-12.csv,"Hexacima injekčná suspenzia naplnená v injekčnej striekačke (sus iru 10x0,5 ml (striek.inj.napl.skl.+10 ihiel))",
SK_SUKL_shortage_2026-03-12.csv,INFUSIO GLUCOSI 5 IMUNA (sol inf 1x250 ml (vak plast.PP)),
SK_SUKL_shortage_2026-03-12.csv,STOPTUSSIN tablety (tbl 1x30 (blis.Al/PVC)),
SK_SUKL_shortage_2026-03-12.csv,"Rotarix perorálna suspenzia v stlačiteľnej tube (sus por 1x1,5 ml ( stlačiteľná PE tuba))",
SK_SUKL_shortage_2026-03-12.csv,Tolura 80 mg tablety (tbl 90x80 mg (blis.OPA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Isoptin SR 240 mg (tbl plg 30x240 mg (blis.PVC/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,VFEND 50 mg filmom obalené tablety (tbl flm 14x50 mg (blis.PVC/Alu)),
SK_SUKL_shortage_2026-03-12.csv,Ringer´s Solution Fresenius Kabi (sol inf 10x1000 ml (vak freeflex+obal)),
SK_SUKL_shortage_2026-03-12.csv,Vasilip  20 (tbl flm 28x20 mg),
SK_SUKL_shortage_2026-03-12.csv,Siranalen 300 mg tvrdé kapsuly (cps dur 56x300 mg (blis.PVC/PVDC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Cholib 145 mg/20 mg filmom obalené tablety (tbl flm 90x145 mg/20 mg (blis.Al/Al)),
SK_SUKL_shortage_2026-03-12.csv,Elicea Q-Tab 10 mg orodispergovateľné tablety (tbl oro 28x10 mg (blis.OPA/Al/PVC s odlup.fóliou PET/Al)),
SK_SUKL_shortage_2026-03-12.csv,Dailiport 3 mg (cps pld 30x1x3 mg (blis.PVC/PVDC/Al-jednotliv.dáv.)),
SK_SUKL_shortage_2026-03-12.csv,Serkep 25 mikrogramov/125 mikrogramov (sus inh 1x120 dávok (nád.tlak.Al-svetlofial.manžeta)),
SK_SUKL_shortage_2026-03-12.csv,KLIMICIN 150 mg/ml (sol ijf 10x2 ml/300 mg (amp.skl.)),
SK_SUKL_shortage_2026-03-12.csv,Tarceva 150 mg filmom obalené tablety (tbl flm 30x150 mg (blis.PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Voltaren 140 mg liečivá náplasť (emp med 5x140 mg (nápl.pap./Alu/PEX laminát)),
SK_SUKL_shortage_2026-03-12.csv,ALGIFEN NEO (gto por 1x25 ml (fľ.skl.hnedá)),
SK_SUKL_shortage_2026-03-12.csv,CELEBREX 200 mg (cps dur 20x200 mg (blis.PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,Combogesic 500 mg/150 mg (tbl flm 20x500 mg/150 mg (blis.PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,"Infanrix Polio (sus inj 1x0,5 ml (striek.inj.napl.skl.+1 ihla))",
SK_SUKL_shortage_2026-03-12.csv,"AVAMYS 27,5 mikrogramov/vstrek, nosová suspenzná aerodisperzia (aer nau 1x120 dávok/3300 µg (fľ.skl.jantár.))",
SK_SUKL_shortage_2026-03-12.csv,Posakonazol Teva 100 mg gastrorezistentné tablety (tbl ent 24x1x100 mg (blis.PVC/PE/PVDC/Al-jednotliv.dáv.)),
SK_SUKL_shortage_2026-03-12.csv,FLONIDAN SOLUTAB 10 mg (tbl oro 30x10 mg),
SK_SUKL_shortage_2026-03-12.csv,"Pexapral 2,1 mg tablety s predĺženým uvoľňovaním (tbl plg 30x2,1 mg (blis.OPA/Al/PVC/Al))",
SK_SUKL_shortage_2026-03-12.csv,Brumare 1 mg/ml nosová roztoková aerodisperzia (aer nao 1x10 ml/10 mg (fľ.HDPE)),
SK_SUKL_shortage_2026-03-12.csv,Parnido 6 mg tablety s predĺženým uvoľňovaním (tbl plg 60x6 mg (blis.OPA/Al/PVC/Al)),
SK_SUKL_shortage_2026-03-12.csv,EBRANTIL i.v. 25 (sol ijf 5x5 ml/25 mg (amp.skl.)),
