country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,atc_code,authorisation_number,marketing_auth_holder,shortage_start,estimated_end,actual_end,status,reason,impact,scraped_at
BE,Belgium,FAMHP,Pramipexole Viatris  0.18 mg tabl. 30,Pramipexole,,,2789519,N04BC05 Pramipexole,BE376162,Viatris GX BV-SRL,2026-01-12,2026-08-26,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.511422
BE,Belgium,FAMHP,Desmopressine Teva 0.2 mg tabl. 15,Desmopressin,,,2596914,H01BA02 Desmopressin,BE329603,Teva GmbH,2026-01-12,2026-03-30,,unavailable,Vertraging in de productie,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.511422
BE,Belgium,FAMHP,Moxonidine Teva 0.2 mg filmomh. tabl. 100,Moxonidine,,,2567477,C02AC05 Moxonidine,BE255981,Teva Pharma Belgium SA-NV,2026-01-12,2026-05-18,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.511422
BE,Belgium,FAMHP,Sumatriptan Viatris  50 mg filmomh. tabl. 12,Sumatriptan,,,2308179,N02CC01 Sumatriptan,BE281732,Viatris GX BV-SRL,2026-01-12,2026-04-15,,unavailable,Vertraging in de vrijgave van het eindproduct,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.511422
BE,Belgium,FAMHP,"Bendamustine Accord 2.5 mg/ml inf. opl. (pdr., conc.) i.v. flac. 5 x 25 mg",Bendamustine Hydrochloride,,,3397098,L01AA09 Bendamustine,BE484915,Accord Healthcare B.V.,2026-01-12,2026-05-15,,unavailable,Vertraging in de vrijgave van het eindproduct,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.511422
BE,Belgium,FAMHP,Nasa Rhinathiol 0.1 % neusspray opl. spuitbus 10 ml,Xylometazoline Hydrochloride,,,1682178,R01AA07 Xylometazoline,BE200837,Opella Healthcare Belgium SA-NV,2026-01-12,2026-03-16,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.511957
BE,Belgium,FAMHP,Dipidolor 10 mg/ml inj. opl. i.m./i.v./s.c. flac. 5 x 2 ml,Piritramide,,,0811299,N02AC03 Piritramide,BE119402,Piramal Critical Care B.V.,2026-01-12,2026-03-31,,unavailable,Toegenomen vraag,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.511957
BE,Belgium,FAMHP,Perindopril/Indapamide/Amlodipine Krka 5 mg - 1.25 mg - 5 mg tabl. 90,"Perindopril , Indapamide , Amlodipine ",,,4851945,"C09BX01 Perindopril, Amlodipine and Indapamide",BE662765,KRKA d.d. Novo mesto d.d.,2026-01-09,2026-07-09,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.511957
BE,Belgium,FAMHP,Levobupivacaïne Fresenius Kabi 2.5 mg/ml inj./inf. opl. i.thec./epidur. amp. 5 x 10 ml,Levobupivacaine,,,3264371,N01BB10 Levobupivacaine,BE460320,Fresenius Kabi SA-NV,2026-01-09,2026-03-15,,unavailable,Vertraging in de productie,Invoer door de apotheker mogelijk,2026-03-12T15:52:43.511957
BE,Belgium,FAMHP,Ezetimibe/Simvastatin Krka 10 mg - 40 mg tabl. 98 (98 x 1) UD,"Ezetimibe, Simvastatin",,,3961588,C10BA02 Simvastatin and Ezetimibe,BE505075,KRKA d.d. Novo mesto d.d.,2026-01-09,2026-04-09,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.511957
BE,Belgium,FAMHP,Ezetimibe/Simvastatin Krka 10 mg - 20 mg tabl. 98 (98 x 1) UD,"Simvastatin, Ezetimibe",,,3961570,C10BA02 Simvastatin and Ezetimibe,BE505066,KRKA d.d. Novo mesto d.d.,2026-01-09,2026-04-09,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.511957
BE,Belgium,FAMHP,Olmesartan/Amlodipine Krka 40 mg - 5 mg filmomh. tabl. 98,"Olmesartan Medoxomil, Amlodipine",,,3689395,C09DB02 Olmesartan Medoxomil and Amlodipine,BE515084,KRKA d.d. Novo mesto d.d.,2026-01-09,2026-05-14,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.511957
BE,Belgium,FAMHP,Perindopril/Amlodipine Krka 5 mg - 10 mg tabl. 90,"Amlodipine, Perindopril",,,4623831,C09BB04 Perindopril and Amlodipine,BE595644,KRKA d.d. Novo mesto d.d.,2026-01-09,2026-05-11,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.511957
BE,Belgium,FAMHP,Milprazon Chewable 12.5 mg - 125 mg filmomh. tabl. 4,"Milbemycin Oxime, Praziquantel",,,4476438,"QP54AB51 Milbemycin Oxime, Combinations",BE-V592160,KRKA d.d. Novo mesto d.d.,2026-01-09,2026-05-11,,unavailable,Vertraging in de productie,-,2026-03-12T15:52:43.511957
BE,Belgium,FAMHP,Inspra 25 mg filmomh. tabl. 90,Eplerenone,,,4131116,C03DA04 Eplerenone,BE270137,Viatris Healthcare SA-NV,2026-01-09,2026-04-29,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.511957
BE,Belgium,FAMHP,Montelukast KRKA 10 mg filmomh. tabl. 98,Montelukast,,,3155462,R03DC03 Montelukast,BE379687,KRKA d.d. Novo mesto d.d.,2026-01-09,2026-04-09,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.511957
BE,Belgium,FAMHP,Claversal 500 mg maagsapresist. tabl. 300,Mesalazine,,,1608496,A07EC02 Mesalazine,BE213534,Truvion Healthcare SA-NV,2026-01-08,2026-04-30,,unavailable,Vertraging in de productie,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.511957
BE,Belgium,FAMHP,Synulox Ready-To-Use 140 mg/ml - 35 mg/ml inj. susp. s.c. flac. 12 x 50 ml,"Amoxicillin , Clavulanic Acid ",,,1322031,QJ01CR02 Amoxicillin and Beta-Lactamase Inhibitor,BE-V181614,Zoetis Belgium SA-NV,2026-01-08,2026-06-01,,unavailable,Vertraging in de productie,-,2026-03-12T15:52:43.512514
BE,Belgium,FAMHP,Timabak 0.5 % oogdruppels opl. druppelfl. 5 ml,Timolol,,,1626589,S01ED01 Timolol,BE207864,Laboratoires Théa ,2026-01-07,2026-06-06,,unavailable,Vertraging in de productie,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.512514
BE,Belgium,FAMHP,Bisoprolol Viatris  2.5 mg filmomh. tabl. 100,Bisoprolol Fumarate ,,,3172178,C07AB07 Bisoprolol,BE384361,Viatris GX BV-SRL,2026-01-07,2026-04-01,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.512514
BE,Belgium,FAMHP,Olmetec 10 mg filmomh. tabl. 28,Olmesartan Medoxomil,,,2091007,C09CA08 Olmesartan Medoxomil,BE254852,Sankyo Pharma Belgium SA-NV,2026-01-07,2026-03-31,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.512514
BE,Belgium,FAMHP,Sevikar 20 mg - 5 mg filmomh. tabl. 98,"Olmesartan Medoxomil, Amlodipine",,,2582153,C09DB02 Olmesartan Medoxomil and Amlodipine,BE325482,Daiichi Sankyo Belgium SA-NV,2026-01-07,2026-03-31,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.512514
BE,Belgium,FAMHP,Innovax-ND-ILT inj. susp. (conc. + oplosm.) s.c. amp. 2000 doses (2 ml) + 400 ml,"Turkey Herpes Virus (HVT/NDV/ILT), Cell-associated, Live, Recombinant, expressing the fusion protein of Newcastle Disease Virus and the glycoproteins gD and gI of Infectious Laryngotracheitis Virus ",,,4274551,QI01AD17 Avian Herpes Virus (Marek's Disease) + Avian Infectious Laryngotracheitis Virus + Newcastle Disease Virus/Paramyxovirus,EU/2/20/256/001,Intervet International B.V.,2026-01-07,2026-04-06,,unavailable,Andere reden,-,2026-03-12T15:52:43.512514
BE,Belgium,FAMHP,ShutOut 2.6 g i.mamm. susp. voorgev. inj. 144 x 4 g,Bismuth,,,4352688,QG52X Various Products for Teats and Udder,BE-V582417,Intervet International B.V.,2026-01-07,2026-03-30,,unavailable,Andere reden,-,2026-03-12T15:52:43.512514
BE,Belgium,FAMHP,Nobilis IB Primo QX oculonas. susp. (lyof.) 12 x 5000 doses,Avian Infectious Bronchitis (IB) Virus ,,,4384988,QI01AD07 Avian Infectious Bronchitis Virus,EU/2/14/174/008,Intervet International B.V.,2026-01-07,2026-04-30,,unavailable,Andere reden,-,2026-03-12T15:52:43.512514
BE,Belgium,FAMHP,Rivaroxaban Sandoz 10 mg filmomh. tabl. 30 (30 x 1) UD,Rivaroxaban,,,4764866,B01AF01 Rivaroxaban,BE536897,Sandoz SA-NV,2026-01-06,2026-06-15,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.512514
BE,Belgium,FAMHP,Simvastatine Teva 20 mg filmomh. tabl. 100,Simvastatin,,,2062032,C10AA01 Simvastatin,BE310861,Teva Pharma Belgium SA-NV,2026-01-06,2026-04-13,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.512514
BE,Belgium,FAMHP,Sodiphos 22 meq/10 ml inf. opl. (conc.) i.v. amp. 10 x 10 ml,Disodium Hydrogen Phosphate Dihydrate,,,2075059,B05XA09 Sodium Phosphate,BE251334,Laboratoires Sterop SA-NV,2026-01-06,2026-03-31,,unavailable,Vertraging in de vrijgave van het eindproduct,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.512514
BE,Belgium,FAMHP,Flagyl 500 mg filmomh. tabl. 20,Metronidazole,,,0103275,"J01XD01 Metronidazole,P01AB01 Metronidazole,G01AF01 Metronidazole",BE117521,Fidia Farmaceutici S.p.A.,2026-01-06,2026-04-20,,unavailable,Toegenomen vraag,Invoer door de groothandelaar mogelijk,2026-03-12T15:52:43.512514
BE,Belgium,FAMHP,Augmentin 500 mg - 125 mg or. susp. (pdr.) sachet 16,"Amoxicillin , Clavulanic Acid",,,0263715,J01CR02 Amoxicillin and Beta-Lactamase Inhibitor,BE159345,GlaxoSmithKline Pharmaceuticals SA-NV,2026-01-05,2026-04-16,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513063
BE,Belgium,FAMHP,Venlafaxine Retard AB 75 mg harde caps. verl. afgifte 100,Venlafaxine,,,2551232,N06AX16 Venlafaxine,BE319392,Aurobindo SA-NV,2026-01-05,2026-03-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513063
BE,Belgium,FAMHP,Venlafaxine Retard AB 150 mg harde caps. verl. afgifte 100,Venlafaxine,,,2551240,N06AX16 Venlafaxine,BE319401,Aurobindo SA-NV,2026-01-05,2026-03-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513063
BE,Belgium,FAMHP,Citalopram AB 20 mg filmomh. tabl. 98,Citalopram,,,4510020,N06AB04 Citalopram,BE597075,Aurobindo SA-NV,2026-01-05,2026-03-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513063
BE,Belgium,FAMHP,Olmetec Plus 40 mg - 12.5 mg filmomh. tabl. 28,"Hydrochlorothiazide, Olmesartan Medoxomil",,,2717478,C09DA08 Olmesartan Medoxomil and Diuretics,BE368645,Daiichi Sankyo Belgium SA-NV,2026-01-04,2026-04-08,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513063
BE,Belgium,FAMHP,Purevax RC inj. susp. (lyof. + oplosm.) s.c. flac. 10 x 1 dosis + 10 x 0.5 ml,"Feline Rhinotracheitis Herpes Virus , Feline Calicivirus (live, attenuated) ",,,4373924,QI06AH08 Live Feline Rhinotracheitis Virus + Inactivated Feline Calicivirus Antigen,EU/2/04/051/003,Boehringer Ingelheim Vetmedica GmbH,2026-01-02,2026-03-31,,unavailable,Vertraging in de productie,-,2026-03-12T15:52:43.513063
BE,Belgium,FAMHP,Porcilis Ery-Parvo inj. susp. i.m. 100 ml (50 doses),"Porcine parvovirus (inactivated) , Erysipelothrix rhusiopathiae (inactivated) ",,,2864205,QI09AL01 Porcine Parvovirus + Erysipelothrix,BE-V182804,Intervet International B.V.,2026-01-02,2026-04-30,,unavailable,Andere reden,-,2026-03-12T15:52:43.513063
BE,Belgium,FAMHP,Invokana 300 mg (Abacus Medicine) filmomh. tabl. 90,Canagliflozin ,,,4586798,A10BK02 Canagliflozin,EU/1/13/884/007,Abacus Medicine a.s.,2026-01-01,2026-12-31,,unavailable,Andere reden,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513063
BE,Belgium,FAMHP,Duloxetine Viatris 30 mg harde maagsapresist. caps. 28 (28 x 1) UD,Duloxetine ,,,3298973,N06AX21 Duloxetine,EU/1/15/1010/045,Viatris Ltd.,2026-01-01,2027-02-10,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513063
BE,Belgium,FAMHP,Duloxetine Viatris 60 mg harde maagsapresist. caps. 98 (2 x 49),Duloxetine ,,,3299005,N06AX21 Duloxetine,EU/1/15/1010/054,Viatris Ltd.,2026-01-01,2027-02-10,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513063
BE,Belgium,FAMHP,Duloxetine Viatris 30 mg harde maagsapresist. caps. 98 (2 x 49),Duloxetine ,,,3298981,N06AX21 Duloxetine,EU/1/15/1010/048,Viatris Ltd.,2026-01-01,2027-02-10,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513063
BE,Belgium,FAMHP,Duloxetine Viatris 60 mg harde maagsapresist. caps. 28 (28 x 1) UD,Duloxetine ,,,3298999,N06AX21 Duloxetine,EU/1/15/1010/051,Viatris Ltd.,2026-01-01,2027-02-10,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513063
BE,Belgium,FAMHP,Sporténine kauwtabl. 22,"Zincum Oxydatum 3 CH, Sarcolacticum Acidum 3 CH, Arnica Montana 9 CH",,,2247823,Z,HO-BE518355,Boiron ,2026-01-01,2026-12-31,,unavailable,Vertraging in de productie,Aanpassing van de behandeling mogelijk (niet-levensnoodzakelijk geneesmiddel),2026-03-12T15:52:43.513063
BE,Belgium,FAMHP,Duloxetine Viatris 60 mg harde maagsapresist. caps. 100,Duloxetine ,,,3420916,N06AX21 Duloxetine,EU/1/15/1010/018,Viatris Ltd.,2026-01-01,2027-02-22,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513063
BE,Belgium,FAMHP,Duloxetine Viatris 30 mg harde maagsapresist. caps. 250,Duloxetine ,,,3982717,N06AX21 Duloxetine,EU/1/15/1010/009,Viatris Ltd.,2026-01-01,2027-02-22,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513607
BE,Belgium,FAMHP,Budesonide Teva 0.5 mg/ml vernevelsusp. amp. 60 x 2 ml,Budesonide ,,,3116316,R03BA02 Budesonide,BE445840,Teva GmbH,2025-12-31,2026-08-03,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513607
BE,Belgium,FAMHP,Desmopressine Teva 0.2 mg tabl. 100,Desmopressin,,,2596930,H01BA02 Desmopressin,BE329603,Teva GmbH,2025-12-31,2026-03-30,,unavailable,Vertraging in de productie,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513607
BE,Belgium,FAMHP,Perindopril/Indapamide/Amlodipine Teva 10 mg - 2.5 mg - 5 mg filmomh. tabl. 90,"Perindopril , Indapamide , Amlodipine ",,,4867057,"C09BX01 Perindopril, Amlodipine and Indapamide",BE663165,Teva B.V.,2025-12-31,2026-05-11,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513607
BE,Belgium,FAMHP,Efient 5 mg filmomh. tabl. 28,Prasugrel ,,,2630846,B01AC22 Prasugrel,EU/1/08/503/002,Substipharm ,2025-12-29,2026-03-16,,unavailable,Toegenomen vraag,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.513607
BE,Belgium,FAMHP,Fluconazol Fresenius Kabi 2 mg/ml inf. opl. i.v. flac. 10 x 100 ml,Fluconazole,,,2744779,J02AC01 Fluconazole,BE365443,Fresenius Kabi SA-NV,2025-12-29,2026-03-29,,unavailable,Vertraging in de productie,Onder evaluatie,2026-03-12T15:52:43.513607
BE,Belgium,FAMHP,Abevmy 25 mg/ml inf. opl. (conc.) i.v. flac. 4 ml,Bevacizumab,,,4522744,L01FG01 Bevacizumab,EU/1/20/1515/001,Biosimilar Collaborations Ireland  Ltd.,2025-12-29,2026-04-01,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513607
BE,Belgium,FAMHP,Duphalac Fruit 10 g/15 ml siroop sachet 20 x 15 ml UD,Lactulose,,,1722867,A06AD11 Lactulose,BE238892,Cooper Consumer Health ,2025-12-24,2026-04-24,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513607
BE,Belgium,FAMHP,Torasemide Sandoz 20 mg tabl. 30,Torasemide,,,2159986,C03CA04 Torasemide,BE259777,Sandoz SA-NV,2025-12-22,2026-04-17,,unavailable,Vertraging in de productie,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.513607
BE,Belgium,FAMHP,Quetiapine Retard Teva 50 mg tabl. verl. afgifte 60,Quetiapine,,,3680121,N05AH04 Quetiapine,BE413463,Teva Pharma Belgium SA-NV,2025-12-22,2026-03-23,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513607
BE,Belgium,FAMHP,Diclofenac Patch EG 140 mg pleister sachet 5 (10 cm x 14 cm),Diclofenac Sodium,,,3734803,M02AA15 Diclofenac,BE518631,EG SA-NV,2025-12-22,2026-03-23,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513607
BE,Belgium,FAMHP,Diclofenac Patch EG 140 mg pleister sachet 10 (10 cm x 14 cm),Diclofenac Sodium,,,3734811,M02AA15 Diclofenac,BE518631,EG SA-NV,2025-12-22,2026-03-23,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513607
BE,Belgium,FAMHP,Aldara 5 % (Abacus Medicine) crème sachet 12 x 250 mg,Imiquimod,,,4640140,D06BB10 Imiquimod,EU/1/98/080/001,Abacus Medicine a.s.,2025-12-22,2026-06-22,,unavailable,Andere reden,Invoer door de groothandelaar mogelijk,2026-03-12T15:52:43.513607
BE,Belgium,FAMHP,Ganirelix Gedeon Richter 0.25 mg/0.5 ml inj. opl. s.c. voorgev. spuit 6 x 0.5 ml,Ganirelix,,,4581096,H01CC01 Ganirelix,EU/1/22/1658/002,Gedeon Richter Plc,2025-12-22,2026-04-03,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.513607
BE,Belgium,FAMHP,Ebrantil IV 50 5 mg/ml inj./inf. opl. i.v. amp. 5 x 10 ml,Urapidil,,,0436790,C02CA06 Urapidil,BE141784,Cheplapharm Arzneimittel GmbH,2025-12-20,2026-03-16,,unavailable,Vertraging in de productie,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.513607
BE,Belgium,FAMHP,Otomicol cut. susp./oordruppels susp. 15 ml,"Miconazole , Prednisolone Acetate , Polymyxin B Sulfate ",,,4866091,QS02CA01 Prednisolone and Antiinfectives,BE-V663137,KRKA d.d. Novo mesto d.d.,2025-12-19,2026-03-19,,unavailable,Vertraging in de productie,-,2026-03-12T15:52:43.513607
BE,Belgium,FAMHP,Aripiprazol Krka 15 mg tabl. 98,Aripiprazole,,,3380128,N05AX12 Aripiprazole,BE470622,KRKA d.d. Novo mesto d.d.,2025-12-19,2026-04-17,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.514145
BE,Belgium,FAMHP,Sitagliptine Krka 25 mg filmomh. tabl. 98,Sitagliptin,,,4512299,A10BH01 Sitagliptin,BE553431,KRKA d.d. Novo mesto d.d.,2025-12-19,2026-04-20,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.514145
BE,Belgium,FAMHP,Olanzapine Sandoz 10 mg orodisp. tabl. 98,Olanzapine,,,2970093,N05AH03 Olanzapine,BE392883,Sandoz SA-NV,2025-12-19,2026-05-15,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.514145
BE,Belgium,FAMHP,ReproCyc ParvoFLEX inj. susp. i.m. 100 ml (50 doses),Porcine Parvovirus ,,,4121109,QI09AA02 Porcine Parvovirus,EU/2/19/237/002,Boehringer Ingelheim Vetmedica GmbH,2025-12-18,2026-05-15,,unavailable,Andere reden,-,2026-03-12T15:52:43.514145
BE,Belgium,FAMHP,Takrozem 0.1 % zalf 30 g,Tacrolimus,,,3926524,D11AH01 Tacrolimus,BE521502,Pierre Fabre Médicament ,2025-12-18,2026-09-01,,unavailable,Vertraging in de productie,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.514145
BE,Belgium,FAMHP,Takrozem 0.1 % zalf 60 g,Tacrolimus,,,3926532,D11AH01 Tacrolimus,BE521502,Pierre Fabre Médicament ,2025-12-18,2026-11-02,,unavailable,Vertraging in de productie,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.514145
BE,Belgium,FAMHP,Sertraline EG 50 mg (PI Pharma) filmomh. tabl. 30,Sertraline Hydrochloride,,,3716206,N06AB06 Sertraline,1637PI0473F003,PI Pharma SA-NV,2025-12-17,2026-05-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.514145
BE,Belgium,FAMHP,Sertraline EG 100 mg (PI Pharma) filmomh. tabl. 100,Sertraline Hydrochloride,,,3716156,N06AB06 Sertraline,1637PI0474F003,PI Pharma SA-NV,2025-12-17,2026-05-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.514145
BE,Belgium,FAMHP,Angeliq 1 mg - 2 mg (PI Pharma) filmomh. tabl. 3 x 28,"Drospirenone, Estradiol ",,,3381951,G03FA15 Dienogest and Estrogen,1637PI0406F003,PI Pharma SA-NV,2025-12-17,2026-04-30,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.514145
BE,Belgium,FAMHP,Kesimpta 20 mg (PI Pharma) inj. opl. s.c. voorgev. pen 0.4 ml,Ofatumumab,,,4911137,L04AG12 Ofatumumab,EU/1/21/1532/003,PI Pharma SA-NV,2025-12-17,2026-05-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.514145
BE,Belgium,FAMHP,Resolor 2 mg (PI Pharma) filmomh. tabl. 28 (28 x 1) UD,Prucalopride ,,,4877163,A06AX05 Prucalopride,EU/1/09/581/002,PI Pharma SA-NV,2025-12-17,2026-05-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.514145
BE,Belgium,FAMHP,Resolor 1 mg (PI Pharma) filmomh. tabl. 28 (28 x 1) UD,Prucalopride ,,,4877155,A06AX05 Prucalopride,EU/1/09/581/001,PI Pharma SA-NV,2025-12-17,2026-05-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.514145
BE,Belgium,FAMHP,Neurontin 100 mg harde caps. 90,Gabapentin,,,1325422,N02BF01 Gabapentin,BE181151,Viatris Healthcare SA-NV,2025-12-16,2026-03-25,,unavailable,Toegenomen vraag,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.514145
BE,Belgium,FAMHP,Eurican Pneumo inj. susp. s.c. flac. 10 x 1 dosis (1 ml),"Bordetella bronchiseptica (inactivated), Canine Parainfluenzavirus (inactivated)",,,3597309,QI07AF01 Bordetella + Canine Parainfluenza Virus,BE-V135247,Boehringer Ingelheim Animal Health Belgium SA-NV,2025-12-16,2026-05-20,,unavailable,Andere reden,-,2026-03-12T15:52:43.514682
BE,Belgium,FAMHP,Felpreva 36.22 mg - 7.53 mg - 30.12 mg spot-on opl. spot-on applic. 10 x 0.37 ml,"Tigolaner, Emodepside, Praziquantel",,,4501037,"QP52AA51 Praziquantel, Combinations",EU/2/21/277/003,Vétoquinol S.A.,2025-12-16,2026-02-28,,unavailable,Vertraging in de productie,-,2026-03-12T15:52:43.514682
